#Absolute timestamp,Relative timestamp,Throughput,Min,Avg,p50,p90,p95,p99,p999,p9999,Max
1626788466.001,0,38264,329472,3168734,2447359,5361663,7409663,16392191,41222143,340787199,390332415
1626788467.000,1,87837,252544,2251948,1367039,4681727,6692863,14278655,36667391,42696703,67239935
1626788468.000,2,82505,226304,2415047,1500159,4698111,6635519,18726911,44466175,50233343,61603839
1626788469.000,3,98825,241792,2007134,1263615,4018175,6258687,12640255,25001983,36372479,36405247
1626788470.000,4,81909,261248,2427655,1462271,5226495,7679999,15556607,30081023,37355519,43778047
1626788471.000,5,115552,208000,1719995,1115135,3276799,4976639,10813439,22937599,30343167,38928383
1626788472.000,6,128807,209408,1539926,1040895,2942975,4317183,9363455,15441919,27672575,30654463
1626788473.000,7,140123,201216,1415047,953343,2635775,3856383,8896511,15564799,28131327,29507583
1626788474.000,8,146293,182656,1354407,977407,2514943,3485695,7032831,13082623,16383999,25985023
1626788475.000,9,125561,195968,1578066,990719,3037183,4734975,10534911,21594111,32980991,38895615
1626788476.000,10,73740,185472,2702212,934911,2795519,4222975,10502143,468975615,476577791,476839935
1626788477.000,11,155086,185600,1276525,890879,2275327,3201023,7905279,16039935,22970367,23199743
1626788478.000,12,161253,161408,1219979,807423,2160639,3121151,7495679,22265855,36798463,42139647
1626788479.000,13,133903,174976,1480788,920575,2865151,4521983,10084351,17825791,27164671,41713663
1626788480.000,14,101919,189440,1949488,839167,2306047,3313663,9134079,356515839,358350847,372244479
1626788481.000,15,160117,169472,1236256,838655,2342911,3272703,6856703,13885439,18776063,22183935
1626788482.000,16,149396,186112,1323249,961535,2375679,3305471,6639615,14065663,30261247,51249151
1626788483.000,17,102348,181504,1943686,817663,2355199,3622911,11788287,336330751,353370111,357564415
1626788484.000,18,90318,188672,1206684,838143,2252799,3121151,6574079,13877247,23674879,24018943
1626788485.000,19,67284,164096,4296733,1078271,3248127,5046271,11427839,899153919,911736831,913309695
1626788486.000,20,157655,186112,1249978,893439,2332671,3172351,6467583,13197311,15663103,23232511
1626788487.000,21,135655,187392,1462772,1039871,2787327,3835903,8757247,15532031,19283967,27033599
1626788488.000,22,134651,217984,1472274,1068031,2793471,3837951,7208959,15147007,23019519,32194559
1626788489.000,23,157233,171008,1259396,817151,2183167,3168255,11853823,19857407,23789567,34603007
1626788490.000,24,105266,176128,1437904,775167,2271231,3778559,13484031,27639807,34275327,42074111
1626788491.000,25,68500,193536,2041062,811007,2156543,3067903,8667135,299630591,305659903,312999935
1626788504.000,38,51353,307456,2737368,1778687,5566463,7593983,14548991,35684351,55377919,65470463
1626788504.999,38,66770,308992,3022657,2803711,3825663,4947967,11829247,38207487,51183615,68354047
1626788505.999,39,67997,278016,2928141,1966079,5468159,7938047,19267583,42074111,58949631,75038719
1626788506.999,40,83420,241280,2384397,1589247,4321279,5898239,15261695,33718271,69533695,69861375
1626788507.999,41,75237,268032,2648611,1777663,4956159,6795263,17907711,44400639,61308927,79888383
1626788508.999,42,98960,221312,2001457,1282047,3735551,5558271,14557183,31834111,49971199,97320959
1626788509.999,43,116261,204928,1715585,1183743,3080191,4558847,10223615,29343743,34963455,61210623
1626788510.999,44,123287,189312,1608033,1119231,2902015,4272127,9314303,23265279,32243711,45285375
1626788511.999,45,105165,229632,1891879,1325055,3493887,4956159,10289151,34078719,40271871,50102271
1626788512.999,46,111865,216320,1774410,1217535,3272703,4673535,10502143,24084479,35586047,66977791
1626788513.999,47,133981,200320,1476193,1036799,2547711,3813375,8839167,20938751,30605311,88080383
1626788514.999,48,83867,250880,2375474,1698815,4456447,6115327,12836863,27525119,56033279,59506687
1626788515.999,49,109977,237824,1808675,1210367,3434495,4870143,10584063,26640383,42565631,71696383
1626788516.999,50,107356,216320,1851759,1275903,3495935,4984831,10838015,21512191,30130175,39813119
1626788517.999,51,112137,196480,1770505,1258495,3231743,4632575,9502719,26771455,40075263,64389119
1626788518.999,52,118937,208256,1669156,1142783,3028991,4468735,10903551,22970367,33423359,47185919
1626788519.999,53,121879,225024,1627885,1149951,3000319,4448255,8667135,18726911,45350911,47349759
1626788520.999,54,105106,210688,1890471,1340415,3526655,5009407,9682943,24543231,37715967,44040191
1626788521.999,55,103462,238336,1905330,1346559,3645439,5206015,10051583,24608767,31080447,51642367
1626788522.999,56,97778,227328,2048952,1427455,3915775,5394431,10575871,29425663,51314687,75628543
1626788523.999,57,113432,199808,1751113,1212415,3121151,4706303,11853823,21495807,31555583,54886399
1626788524.999,58,109222,247936,1820248,1300479,3381247,4759551,9486335,20103167,34996223,49479679
1626788525.999,59,120343,197632,1648987,1167359,3020799,4317183,9330687,20840447,34570239,64618495
1626788526.999,60,120224,217600,1651619,1218559,2945023,4263935,8798207,21348351,27361279,54493183
1626788527.999,61,116697,198016,1701991,1206271,3149823,4554751,9084927,20561919,28196863,46202879
1626788528.999,62,96518,215808,2056693,1314815,3688447,5603327,13950975,41746431,60063743,62095359
1626788529.999,63,104975,211712,1898340,1349631,3639295,5066751,9781247,23216127,38469631,67043327
1626788530.999,64,133073,208256,1488892,1033727,2660351,3950591,8978431,17743871,25460735,46006271
1626788531.999,65,90721,260992,1778886,1319935,3379199,4612095,8396799,16564223,28098559,34603007
1626788544.999,78,83366,316672,1973774,1943551,2547711,2865151,4435967,13352959,14811135,15417343
1626788545.999,79,117953,278784,1677345,1262591,2654207,3756031,8912895,26902527,34734079,68485119
1626788546.999,80,156499,199680,1267792,910335,2295807,3207167,6770687,12886015,24854527,57704447
1626788547.999,81,126278,211200,1570811,1135615,2785279,4106239,8355839,22904831,28360703,40468479
1626788548.999,82,130273,198656,1523865,1078271,2781183,3969023,8118271,18497535,30261247,94699519
1626788549.999,83,124965,200576,1587055,1128447,2842623,4177919,9035775,22970367,42434559,42893311
1626788550.999,84,173105,189824,1144366,891903,1975295,2605055,4829183,11329535,20463615,40402943
1626788551.999,85,127146,195712,1561009,1096703,2820095,4003839,8855551,22986751,29016063,46235647
1626788552.999,86,176902,201728,1117399,842751,1945599,2609151,5206015,14024703,20086783,23396351
1626788553.999,87,128364,204928,1547234,1106943,2813951,3936255,7831551,23166975,28377087,48398335
1626788554.999,88,170430,183936,1161283,893439,2054143,2734079,5066751,9773055,15351807,28819455
1626788555.999,89,125879,225920,1577052,1135615,2830335,4098047,8929279,20283391,26083327,57212927
1626788556.999,90,169319,188288,1167434,889343,2042879,2719743,5320703,12017663,15327231,28786687
1626788557.999,91,123240,234496,1613334,1185791,2877439,4145151,8527871,17825791,36438015,64061439
1626788558.999,92,167077,199296,1184735,900095,2064383,2758655,5419007,12804095,22249471,22626303
1626788559.999,93,124042,206720,1599448,1201151,2899967,3948543,7802879,16637951,25886719,38469631
1626788560.999,94,176889,169600,1118694,846847,1937407,2607103,5050367,13074431,23461887,39387135
1626788561.999,95,121143,225664,1638144,1204223,2916351,4145151,8609791,23019519,28688383,48431103
1626788562.999,96,173270,182016,1134107,858623,2022399,2666495,4911103,10616831,20561919,29507583
1626788563.999,97,126998,218240,1574460,1129471,2838527,4118527,8609791,20037631,25083903,34242559
1626788564.999,98,163696,201984,1209829,901119,2166783,2967551,5500927,12500991,23019519,50659327
1626788565.999,99,13166,222592,1071548,824831,1936383,2459647,4411391,10690559,12001279,18530303
1626788578.000,112,76965,245376,1802096,1668095,2379775,2781183,5431295,11804671,39190527,40042495
1626788578.999,112,120495,235392,1644876,1260543,2705407,3762175,8048639,21069823,25214975,36536319
1626788579.999,113,178987,201984,1104625,851967,1923071,2539519,4595711,9232383,19693567,24346623
1626788580.999,114,143430,191488,1379546,983551,2430975,3358719,7733247,19644415,24821759,37158911
1626788581.999,115,121728,211456,1631490,1206271,2959359,4139007,8413183,15613951,22839295,39387135
