#Absolute timestamp,Relative timestamp,Throughput,Min,Avg,p50,p90,p95,p99,p999,p9999,Max
1626785683.999,37,76462,276480,2601788,2547711,3811327,5070847,10665983,32587775,51773439,70189055
1626785684.999,38,89253,243200,2229293,1446911,4194303,5660671,11862015,58818559,67076095,88014847
1626785685.999,39,84543,253056,2353313,1353727,4321279,6651903,18628607,59015167,65863679,81854463
1626785686.999,40,99582,236288,1996574,1268735,3332095,4976639,10846207,69664767,76742655,89391103
1626785687.999,41,122857,192768,1566725,983039,2467839,3575807,9625599,45318143,50495487,70582271
1626785688.999,42,111998,218880,1826379,1123327,2916351,4288511,12206079,54067199,68485119,111411199
1626785689.999,43,107839,214400,1844865,1143807,2840575,4014079,9469951,64159743,86310911,93126655
1626785690.999,44,118559,212992,1673892,958463,2365439,3373055,9256959,61374463,71565311,78249983
1626785691.999,45,111509,215936,1782497,1023487,2824191,4190207,11214847,64716799,77332479,78643199
1626785692.999,46,115358,180608,1721380,913919,2265087,3323903,9805823,67174399,76283903,79691775
1626785693.999,47,113597,204416,1748962,998399,2451455,3346431,10338303,62423039,65601535,70123519
1626785694.999,48,119651,220544,1659663,922111,2226175,3166207,9764863,58851327,60882943,72089599
1626785695.999,49,123901,212864,1559753,931327,2228223,3082239,7417855,58785791,62554111,85983231
1626785696.999,50,114164,189056,1785034,953343,2418687,3588095,12566527,65830911,70123519,84541439
1626785697.999,51,136596,202752,1452823,888319,2164735,3047423,8306687,51970047,57442303,62849023
1626785698.999,52,131771,200832,1504465,973311,2322431,3160063,7290879,54755327,59146239,60719103
1626785699.999,53,125405,195968,1583664,913407,2209791,3121151,8040447,69926911,77398015,78381055
1626785700.999,54,121624,209792,1585502,965631,2232319,3031039,7102463,58261503,62029823,70844415
1626785701.999,55,121560,196864,1679455,955903,2252799,3149823,8921087,63012863,70909951,74383359
1626785702.999,56,113476,203392,1751368,928767,2375679,3327999,9723903,66650111,72876031,79888383
1626785703.999,57,115299,219776,1721570,999935,2541567,3846143,10567679,62357503,67567615,70254591
1626785704.999,58,130883,193024,1515911,969215,2291711,3282943,7073791,50102271,54001663,55050239
1626785705.999,59,128050,204160,1550154,943103,2228223,3024895,8007679,59834367,73990143,78184447
1626785706.999,60,125795,184064,1578420,942079,2301951,3164159,7655423,63700991,73793535,79495167
1626785707.999,61,111793,180096,1708452,942591,2273279,3153919,10231807,62062591,64421887,80216063
1626785721.000,75,76043,283648,1870897,1517567,2051071,2342911,7663615,43057151,44761087,45023231
1626785721.999,75,126269,243584,1568941,1155071,2195455,2871295,6414335,50561023,58228735,63799295
1626785722.999,76,146614,212224,1351866,882687,2064383,2805759,6098943,54493183,66125823,75300863
1626785723.999,77,140020,205312,1415824,901119,2034687,2736127,5935103,55508991,59834367,62455807
1626785724.999,78,146405,200704,1353806,898047,2043903,2689023,5746687,57147391,66027519,70385663
1626785725.999,79,147766,197120,1300417,873983,2054143,2867199,5808127,52854783,55443455,62357503
1626785726.999,80,156923,190848,1300804,914431,2024447,2668543,5410815,49709055,52690943,54067199
1626785727.999,81,159094,200064,1243420,872447,2055167,2764799,5341183,42369023,46923775,47611903
1626785728.999,82,156693,210688,1264036,886783,2113535,2842623,5681151,43876351,46891007,49151999
1626785729.999,83,155945,204160,1270718,878079,2045951,2840575,5738495,54886399,57901055,60358655
1626785730.999,84,152043,202752,1301712,879103,2093055,2859007,5947391,57475071,62390271,73007103
1626785731.999,85,153454,200704,1292042,888831,2055167,2822143,5959679,50200575,59113471,73334783
1626785732.999,86,154515,226688,1282183,867327,2038783,2791423,5791743,60063743,74448895,79233023
1626785733.999,87,153098,176128,1294381,904191,2085887,2754559,5464063,50954239,67174399,77856767
1626785734.999,88,152582,193536,1298782,876543,2033663,2799615,6021119,53477375,68222975,78249983
1626785735.999,89,141468,208896,1401753,910847,2123775,2842623,6123519,55607295,76480511,77004799
1626785736.999,90,149513,192000,1325368,885759,2109439,2908159,5496831,60686335,74186751,77135871
1626785737.999,91,144894,192256,1328804,920063,2077695,2783231,5631999,59506687,65404927,80019455
1626785738.999,92,149227,205824,1366733,887807,2047999,2852863,6520831,53805055,60751871,75628543
1626785739.999,93,151236,194688,1310407,870399,2086911,2838527,6021119,66322431,70778879,82706431
1626785740.999,94,86198,213760,1283965,903679,2096127,2779135,5816319,51085311,55214079,59932671
1626785753.000,107,19266,284160,1986127,1954815,2646015,2981887,4599807,14245887,14770175,14893055
1626785753.999,107,104294,317440,1900177,1684479,2334719,2709503,4698111,55803903,56393727,58359807
1626785754.999,108,135918,249472,1457966,1087487,2125823,2701311,5578751,50921471,55672831,62062591
1626785755.999,109,137518,198528,1440279,911359,2177023,2951167,6598655,55508991,61865983,62980095
1626785756.999,110,139019,199936,1427502,897535,2138111,2969599,6602751,65306623,67305471,71106559
1626785757.999,111,138071,211456,1435880,902655,2168831,2959359,7008255,62390271,67436543,68550655
1626785758.999,112,140988,221952,1406774,893951,2099199,2965503,6737919,55279615,73990143,75300863
1626785759.999,113,145044,217600,1365980,873471,2103295,2873343,6356991,58261503,64847871,69926911
1626785760.999,114,147274,187008,1346455,901631,2088959,2914303,5955583,46530559,58327039,60030975
1626785761.999,115,154578,211200,1280777,900607,2094079,2789375,5668863,43188223,50135039,60325887
1626785762.999,116,147266,197376,1346937,911359,2091007,2848767,6242303,46596095,54591487,58720255
1626785763.999,117,153685,212352,1288868,901631,2074623,2801663,6225919,44761087,52363263,54755327
1626785764.999,118,154850,206976,1279246,887295,2078719,2828287,6381567,43450367,55672831,55738367
1626785765.999,119,145638,200320,1301843,905727,2097151,2807807,5910527,44892159,61898751,67764223
1626785766.999,120,151989,223360,1357562,895487,2093055,2859007,6496255,49184767,57311231,64061439
1626785767.999,121,154498,204160,1282159,895999,2087935,2807807,5427199,45580287,55443455,58458111
1626785768.999,122,152095,216576,1303544,882175,2091007,2885631,6340607,48070655,49905663,66813951
1626785769.999,123,152296,188416,1300809,892415,2077695,2815999,5812223,49250303,63504383,64684031
1626785770.999,124,151129,178304,1310849,899583,2105343,2852863,6533119,47775743,56000511,59473919
1626785771.999,125,152050,204416,1302986,885247,2078719,2856959,6627327,48496639,62095359,65798143
1626785772.999,126,152287,204672,1300955,894463,2095103,2836479,5693439,48168959,56262655,59113471
1626785773.999,127,70247,214912,1171761,915967,2082815,2762751,4870143,8290303,13631487,19447807
1626785786.001,140,7971,237952,390086,360447,460799,538623,922623,3184639,4493311,4493311
1626785787.000,141,25002,170752,1900506,309759,416511,11198463,41779199,48005119,49512447,50429951
1626785788.000,142,25001,158976,259511,257151,292863,305919,336895,540671,1003007,1208319
1626785789.000,143,24999,169728,2039038,259583,313087,13869055,45875199,52887551,54427647,54460415
1626785790.000,144,25001,153600,259162,256895,290815,302847,332287,692223,1187839,4620287
1626785791.000,145,25001,167296,1729957,257791,306943,8429567,41058303,48758783,50200575,50626559
1626785792.000,146,24999,157952,259421,255359,291583,304639,347391,1002495,2521087,2736127
1626785793.000,147,25000,156032,1683241,254975,301311,7917567,40108031,47251455,48758783,52854783
1626785794.000,148,25000,156544,253057,251903,284671,295935,321535,358143,532991,706047
1626785795.000,149,25000,143488,1641551,254335,302079,6987775,39747583,47939583,51412991,52002815
1626785796.000,150,25000,158464,254785,253183,287231,299519,326911,375807,777727,985087
1626785797.000,151,25001,156032,1630808,255871,302847,7364607,39911423,46759935,47841279,48136191
1626785798.000,152,24999,153728,256865,252415,288767,302847,339967,943103,4366335,8036351
1626785799.000,153,25000,160640,1638110,255999,302079,6950911,39813119,46792703,49119231,50954239
1626785800.000,154,25001,153984,255043,253695,286975,298495,324095,364287,556543,738303
1626785801.000,155,24999,167680,1603495,254975,302335,5611519,39583743,47120383,48693247,49905663
1626785802.000,156,24999,160000,255933,254335,288511,300543,326399,466431,878079,1100799
1626785803.000,157,25002,160000,1755366,256895,305407,10788863,40108031,47710207,49938431,50528255
1626785804.000,158,24998,161664,259073,253823,291583,305919,355583,1050623,2080767,8912895
1626785805.000,159,25001,159104,1611666,255231,300799,7200767,38010879,45711359,47054847,47448063
1626785806.000,160,25000,154112,253766,252415,285951,297727,323071,369663,556031,586751
1626785807.000,161,25000,155648,254382,253311,286463,297727,322047,363775,542719,625663
1626785808.000,162,25001,152576,1539230,254591,298495,4947967,38567935,45023231,46137343,46432255
1626785809.000,163,24998,157696,253577,251775,285695,297471,324351,421631,1020415,1240063
1626785810.000,164,25001,157056,1517074,257151,306687,4452351,37224447,44892159,47087615,47611903
1626785811.000,165,25001,156544,256196,254207,288511,300799,329983,612863,981503,1000447
1626785812.000,166,24999,156544,1478234,255999,300287,3700735,37191679,44269567,45744127,48529407
1626785813.000,167,25000,159104,254036,252543,286207,297471,323327,359679,485119,600575
1626785814.000,168,24932,151424,1425181,254079,297727,2277375,36110335,44040191,45285375,45416447
1626785815.000,169,25067,165376,273607,253183,287999,300543,330239,5390335,17383423,17547263
1626785816.000,170,25001,156928,255101,253695,287231,298751,324863,390399,570367,587263
1626785817.000,171,25000,152832,1511611,255999,300799,4935679,36470783,44728319,47120383,47742975
1626785818.000,172,25001,147072,256033,254335,288255,300543,328191,467711,865791,1290239
1626785819.000,173,24997,151808,1257927,255743,299263,532479,32997375,40402943,41746431,47939583
1626785820.000,174,25003,153216,256742,255231,289023,300031,327679,423167,933375,1482751
1626785821.000,175,25000,158976,255212,253695,287487,299263,325631,376831,589823,827391
1626785822.000,176,24999,160768,1268739,255103,297215,374015,33308671,40796159,42369023,42434559
1626785823.000,177,25000,163584,253610,252159,285951,297215,323327,354559,556031,1783807
1626785824.000,178,24999,162304,1249361,253567,295679,358655,32358399,40206335,41418751,41746431
1626785825.000,179,25001,149760,254513,253183,286719,298239,324095,359935,573439,1014783
1626785826.000,180,25000,163200,255495,253567,287743,299775,328703,555007,871935,950783
1626785827.000,181,25000,150784,1287325,254335,296447,381183,33849343,40075263,41615359,45547519
1626785828.000,182,25001,154880,254537,253311,285951,297983,323071,361471,501247,2236415
1626785829.000,183,24999,161792,252659,251391,284671,295935,322047,359423,557567,670207
1626785830.000,184,25000,155520,1273531,257151,300031,367871,33275903,41025535,42631167,49774591
1626785831.000,185,25000,154880,255028,253695,286719,298239,325119,363775,548863,623615
1626785832.000,186,25001,154624,1272634,255359,298239,419327,32784383,42565631,47939583,48562175
1626785833.000,187,24999,155136,256046,254079,287999,300031,331775,553471,861695,1124351
1626785834.000,188,25000,155136,257268,254847,289791,302079,337407,591871,1092607,1750015
1626785835.000,189,25001,160768,1236768,255231,298495,374015,32849919,40304639,44269567,45875199
1626785836.000,190,25000,156032,253577,252287,285183,296703,323327,358655,536063,547327
1626785837.000,191,25000,151808,253265,251647,285695,297215,322303,361983,541183,967167
1626785838.000,192,24999,155648,1287893,254719,298239,433407,33325055,41320447,42860543,43483135
1626785839.000,193,25000,160000,254005,252543,285951,297215,322559,360959,489983,561151
1626785840.000,194,25000,161408,1316795,255999,300287,537599,33325055,41975807,44400639,47054847
1626785841.000,195,25001,157824,255027,253311,287487,298751,328703,384511,809471,867839
1626785842.000,196,24998,140928,275866,257791,301823,327423,642559,3151871,6594559,8151039
1626785843.000,197,25002,159616,1312597,258303,306175,1185791,34340863,41385983,43220991,43646975
1626785844.000,198,24999,158464,254917,253439,286975,298751,324607,369919,529407,1202175
1626785845.000,199,25001,163072,254588,253183,286463,298239,324607,369407,535039,2510847
1626785846.000,200,24999,154880,1291803,254463,297727,428543,33652735,41091071,42663935,43122687
1626785847.000,201,25001,158080,253160,251647,285695,296959,323327,368383,564223,596991
1626785848.000,202,24798,160896,256060,254207,288767,300287,330239,420863,834559,1119231
1626785849.000,203,25201,166144,1518252,254847,302591,5496831,36831231,44924927,46268415,47022079
1626785850.000,204,25000,148352,256030,254335,288511,300031,325887,372479,2199551,2488319
1626785851.000,205,25000,162432,1348458,254847,297983,1490943,34865151,42139647,45023231,52985855
1626785852.000,206,25001,159360,253691,252287,285695,297215,322815,362239,534015,3010559
1626785853.000,207,25000,157824,253971,252671,286463,297727,323839,358911,557567,1446911
1626785854.000,208,24999,158592,1322926,255359,300287,961535,33619967,42958847,47448063,48103423
1626785855.000,209,25000,160512,253083,251647,285183,296959,321791,360959,497919,1320959
1626785856.000,210,25000,157312,255420,253055,286975,297983,327423,444415,1402879,7540735
1626785857.000,211,25000,154752,1426651,255231,298751,4024319,35160063,43057151,45154303,46891007
1626785858.000,212,25000,155136,253762,252543,285439,296703,322559,372223,489983,504319
1626785859.000,213,24999,155776,1393306,254335,298751,2244607,35520511,42729471,44269567,44564479
1626785860.000,214,25001,164608,255353,253823,287999,299775,327167,378111,591871,892927
1626785861.000,215,25000,155392,254632,253439,286719,298239,323327,364031,521471,600575
1626785862.000,216,25000,159232,1329129,255231,299007,718335,34406399,41943039,43319295,43384831
1626785863.000,217,25000,161920,255749,253183,287743,300031,330751,678911,1725439,2156543
1626785864.000,218,25000,165248,256771,254463,288767,301055,331519,749055,1163263,1568767
1626785865.000,219,25001,159488,1368839,255103,299519,1689599,34897919,42041343,44105727,44531711
1626785866.000,220,25000,150784,253511,251903,285695,297215,325631,366079,515583,581631
1626785867.000,221,24999,158208,254344,252927,286719,297983,324095,363519,582143,614399
1626785868.000,222,25000,159872,1362399,254591,298239,1728511,35192831,41844735,43286527,43450367
1626785869.000,223,25000,154112,254501,253055,286463,297983,322303,359423,543231,583679
1626785870.000,224,25001,160768,255424,253823,287487,300031,325631,360447,608767,2340863
1626785871.000,225,24999,158336,1376109,255615,300543,1763327,34635775,42369023,43679743,43909119
1626785872.000,226,25001,161024,361485,252927,292351,317695,4247551,11051007,15368191,18300927
1626785873.000,227,24999,157952,253694,252415,285439,297215,321023,360191,504831,524031
1626785874.000,228,25000,159744,1468729,254719,299519,3932159,36339711,43778047,44892159,45023231
1626785875.000,229,25001,148480,254200,252927,286463,297471,322047,359679,509695,568831
1626785876.000,230,24999,155776,253833,252671,285439,296703,323071,360959,547327,577535
1626785877.000,231,25001,163072,1361382,253567,297727,2146303,34734079,42500095,44400639,44662783
1626785878.000,232,24988,161152,256759,253695,291839,306175,342783,583167,871423,914943
1626785879.000,233,25011,152704,259384,253567,290559,304639,346879,1308671,5521407,5906431
1626785880.000,234,25001,165248,1386990,255871,299775,2160639,35356671,43089919,46497791,47906815
1626785881.000,235,25000,156160,254641,253439,285951,297215,322559,362495,630271,1648639
1626785882.000,236,25000,148096,255016,253695,286975,299263,325375,362751,550399,612351
1626785883.000,237,24999,153856,1375287,254463,296959,1771519,34930687,42434559,43450367,43810815
1626785884.000,238,25001,157440,254434,253055,286719,297727,323839,366079,519423,547839
1626785885.000,239,25000,148608,253605,252415,285439,296447,320511,358143,536575,579583
1626785886.000,240,25000,166272,1571911,255231,301823,6410239,37945343,46170111,48037887,50429951
1626785887.000,241,25000,162304,253601,252415,286207,296703,320767,360191,534015,635391
1626785888.000,242,24999,152320,254387,253183,286463,297215,323327,361983,551423,1709055
1626785889.000,243,25000,158976,1459882,256255,300287,3876863,36962303,44138495,45121535,45580287
1626785890.000,244,25000,157056,255636,254207,287743,299519,325631,363775,605183,3176447
1626785891.000,245,25000,159488,253655,252415,285439,296447,322303,361471,546815,567295
1626785892.000,246,23969,155776,253133,251647,284927,296447,322047,363263,601599,745983
1626785893.000,247,26031,161920,1373952,256383,301311,1556479,35127295,43220991,44892159,46235647
1626785894.000,248,25000,153728,254839,252543,287231,298751,328191,545791,1227775,1943551
1626785895.000,249,25000,162560,255907,253823,287999,300031,327935,566271,1069055,1295359
1626785896.000,250,25001,159616,1393971,255103,300031,2899967,35258367,42827775,44072959,44793855
1626785897.000,251,24999,156800,254981,253695,286719,297727,324607,367103,488447,688127
1626785898.000,252,25001,147968,255168,253951,287231,298495,323071,360959,386559,497663
1626785899.000,253,24999,155264,1376558,255103,299519,1956863,35192831,43679743,46006271,46235647
1626785900.000,254,25001,151680,254183,252671,286463,297471,322047,355071,392191,4345855
1626785901.000,255,25000,151936,254793,252799,286207,297471,326143,598527,974847,1074175
1626785902.000,256,25000,160896,269834,257535,302079,326655,463615,2570239,4685823,5259263
1626785903.000,257,24999,159232,1385020,254463,297983,1982463,34832383,42991615,44138495,44564479
1626785904.000,258,24999,162688,254086,253055,285951,297471,323071,359167,380415,392703
1626785905.000,259,25001,161664,255475,253951,287999,299775,327679,363007,519423,556543
1626785906.000,260,17026,162304,254661,253439,286975,299007,322559,361983,754687,957439
1626785918.001,272,696,287744,604025,495615,1040383,1255423,1756159,2240511,2240511,2240511
1626785919.000,273,25001,212992,364592,347647,424959,458495,609279,2850815,5197823,6172671
1626785920.000,274,25001,159488,284058,274175,328959,349951,417791,1783807,4993023,6455295
1626785921.000,275,25000,149632,1419654,259455,308223,3276799,35487743,42860543,44269567,44597247
1626785922.000,276,25000,157184,263411,261375,299263,311807,344063,395007,610303,876543
1626785923.000,277,25001,160768,258832,256511,291839,304383,336127,558079,1046015,1591295
1626785924.000,278,25000,158720,264404,257919,296191,311551,375039,1302527,2838527,8097791
1626785925.000,279,24999,163200,1391171,257151,302591,2240511,36044799,43089919,44236799,44990463
1626785926.000,280,25002,158720,255452,254207,287743,298751,325119,364031,569343,604671
1626785927.000,281,24999,158976,254515,252927,287231,298495,325887,367359,574463,1917951
1626785928.000,282,25000,157952,256489,254975,289279,300799,326143,370175,539647,582655
1626785929.000,283,24999,162560,1424499,256255,301311,2951167,35946495,43286527,44564479,44924927
1626785930.000,284,25000,150912,260057,256767,293631,306687,343295,857599,1482751,1716223
1626785931.000,285,25001,151296,256797,255103,289791,302079,329727,434431,656383,734719
1626785932.000,286,25000,157696,255677,254335,287999,300031,325631,367359,581631,1410047
1626785933.000,287,25000,165504,1419325,256767,301823,3031039,35913727,45285375,50724863,51216383
1626785934.000,288,25000,149376,256190,254975,288767,300799,327423,374783,566271,628735
1626785935.000,289,24999,157312,256477,254975,288767,300543,327167,368383,561663,2453503
1626785936.000,290,25000,158592,258111,254975,290815,304639,336383,801791,2387967,2586623
1626785937.000,291,25001,159872,1452156,256767,302079,3473407,35487743,43515903,45219839,45678591
1626785938.000,292,25000,162816,265818,260223,301567,321023,408575,802815,1741823,3815423
1626785939.000,293,24998,161280,257153,255359,290815,302591,331263,439295,765951,1343487
1626785940.000,294,25002,164992,259016,256639,291839,303871,334079,628735,1062911,1075199
1626785941.000,295,25000,155392,1675082,257535,304127,7454719,39616511,47579135,49119231,49151999
1626785942.000,296,24999,167168,256218,254847,288255,299775,327935,371199,528383,606207
1626785943.000,297,25001,148992,259057,255359,291071,304383,338943,792063,6295551,6668287
1626785944.000,298,25000,159232,1537540,256895,302335,5808127,37519359,45449215,46792703,47054847
1626785945.000,299,25000,151680,254783,253183,286719,298751,325631,362239,462847,581631
1626785946.000,300,25000,152832,256547,254847,289023,300799,329983,475647,870911,1006079
1626785947.000,301,25001,155776,256418,255359,288511,300287,326655,364031,614911,674303
1626785948.000,302,24998,160640,1452027,255615,301823,3911679,35520511,43876351,45940735,46006271
1626785949.000,303,25000,160384,255698,254335,288511,300287,327679,370431,507647,634879
1626785950.000,304,25001,159744,257738,255743,290303,301567,330751,366847,614911,8171519
1626785951.000,305,25000,168704,1577329,256383,302591,6074367,38043647,45580287,46628863,46923775
1626785952.000,306,24999,160384,255027,253567,287487,299263,326143,360191,504831,612863
1626785953.000,307,25001,158336,1567244,257791,305151,6049791,38731775,45154303,46497791,46891007
1626785954.000,308,24999,164736,258325,256127,290303,303103,336127,659455,1205247,2361343
1626785955.000,309,25001,163072,256533,254847,289023,300543,326655,407039,894463,928255
1626785956.000,310,25000,152192,1534870,256255,302079,5472255,36732927,44761087,46202879,46759935
1626785957.000,311,24999,159104,255476,254207,287743,300031,326143,361727,512255,595455
1626785958.000,312,25000,164736,1535295,255999,302079,5779455,37945343,44400639,45547519,45907967
1626785959.000,313,25001,167040,255360,253567,287487,299007,327423,412671,1532927,2482175
1626785960.000,314,25000,152704,1676683,256767,303359,8667135,39354367,46792703,48201727,51052543
1626785961.000,315,24999,165888,257110,254975,289791,302079,333823,566783,866303,1017343
1626785962.000,316,25000,153856,3234244,261247,329215,30179327,59146239,66977791,71368703,71892991
1626785963.000,317,25002,160640,258636,257535,291327,302335,326911,364287,568831,584191
1626785964.000,318,24999,163840,1492444,256639,303615,3411967,36863999,49315839,56229887,56885247
1626785965.000,319,25001,153344,255629,254207,287743,299519,324863,363007,572415,655359
1626785966.000,320,24999,157696,1578739,257151,304383,5672959,38633471,46465023,48070655,48300031
1626785967.000,321,25000,165760,255534,253951,288255,299775,326399,367103,520959,2828287
1626785968.000,322,25001,170112,1573464,258431,305407,6643711,39387135,46235647,48037887,48201727
1626785969.000,323,24998,160256,258666,256383,291839,303615,334079,600575,1080319,1603583
1626785970.000,324,25001,164608,1685698,258175,306943,6529023,41189375,48988159,51838975,56918015
1626785971.000,325,24999,155264,256598,255359,289535,301055,327167,369407,511231,583679
1626785972.000,326,25002,157184,1513823,257919,304639,4833279,36863999,45318143,47775743,48463871
1626785973.000,327,24999,155136,256817,255359,289535,300799,326399,369407,567807,604159
1626785974.000,328,24999,156032,1622696,256383,303359,7675903,38502399,47185919,50823167,51838975
1626785975.000,329,25001,166144,255505,254335,287999,299519,324607,363519,540671,554495
1626785976.000,330,25000,151424,260071,255615,292351,306431,344575,1209343,1876991,2166783
1626785977.000,331,25000,155136,1586526,259071,306431,6143999,37847039,45907967,47841279,47939583
1626785978.000,332,25000,165376,256868,255487,289535,301567,327679,367103,540671,665599
1626785979.000,333,25000,151296,1520546,256511,301311,5644287,36438015,44400639,45678591,45973503
1626785980.000,334,25000,163456,256759,255359,289535,301823,327935,360959,473087,603647
1626785981.000,335,25001,156544,255953,254463,288511,300543,326655,368383,487679,513023
1626785982.000,336,24999,160768,1499682,256127,301311,5500927,36765695,44597247,48267263,48988159
1626785983.000,337,25000,157440,257184,254975,289535,302079,332543,558591,922111,2594815
1626785984.000,338,25001,156288,1420274,257407,304639,3491839,35192831,42729471,43745279,43974655
1626785985.000,339,24997,156928,255364,253823,287743,299775,325887,366847,639487,1012223
1626785986.000,340,25002,154624,255626,254335,287487,299519,324607,368127,535039,726527
1626785987.000,341,24999,152576,1401630,255999,301567,2717695,35782655,43122687,45481983,46366719
1626785988.000,342,25001,159872,255858,254719,287999,299519,326655,368127,576511,667135
1626785989.000,343,24999,155520,1456085,255743,301311,3749887,36077567,43646975,44859391,45055999
1626785990.000,344,25001,167552,258354,256767,290559,301567,329727,379903,559103,4558847
1626785991.000,345,25000,161920,257034,255231,289023,301055,330239,404735,831487,2455551
1626785992.000,346,24999,159360,1470857,255871,301567,4374527,36732927,44204031,47349759,48037887
1626785993.000,347,25001,160512,353522,256767,296191,322559,3921919,9592831,16203775,19578879
1626785994.000,348,24999,156288,255991,254847,288767,300287,327423,359935,519935,553983
1626785995.000,349,25001,158464,1408194,256767,301311,3000319,36798463,42991615,44138495,44367871
1626785996.000,350,25000,168448,256555,255231,288767,300031,327679,364287,573439,611839
1626785997.000,351,25000,153600,255551,254463,287743,299775,326655,364799,552447,610303
1626785998.000,352,25000,164992,1427997,257023,303871,2611199,35553279,43548671,45907967,47218687
1626785999.000,353,25000,162048,258384,255615,290559,303103,334335,569855,5500927,5668863
1626786000.000,354,25000,159488,257757,255999,290559,302591,331007,503551,928767,989695
1626786001.000,355,25001,163072,1490473,258047,304639,3883007,36700159,45121535,47415295,48103423
1626786002.000,356,24998,161536,257381,256255,290559,302591,328959,363007,532479,599039
1626786003.000,357,24806,155776,256151,254847,288511,300543,328191,369407,613887,1421311
1626786004.000,358,25195,167680,1637904,255999,303103,7069695,39682047,47284223,48529407,48627711
1626786005.000,359,25000,158464,255141,253695,287231,299007,326143,364287,595455,642559
1626786006.000,360,24642,169472,257496,255743,289279,301311,328447,488447,937983,1025023
1626786007.000,361,25357,167040,1407496,256127,300799,1917951,35946495,43679743,45318143,48267263
1626786008.000,362,25000,157824,256417,254847,289023,301311,327423,361215,575999,634879
1626786009.000,363,25001,155136,256414,254463,288767,301055,329471,456703,968191,1348607
1626786010.000,364,24999,167168,1479936,257407,303615,4093951,36962303,44236799,46202879,46596095
1626786011.000,365,25001,157696,261245,257151,296447,312063,352511,846847,1771519,1894399
1626786012.000,366,24999,152320,255856,254463,288511,300287,326399,364799,516351,601599
1626786013.000,367,25001,159744,1451310,257663,303615,4192255,35913727,43614207,45055999,45383679
1626786014.000,368,25000,161024,258803,255999,291071,303359,337151,780287,1795071,2287615
1626786015.000,369,24999,164864,255995,254463,288511,300799,328447,371711,965631,1119231
1626786016.000,370,25002,156928,1506750,257663,303615,4329471,36438015,44695551,46104575,46301183
1626786017.000,371,24998,157440,255535,254207,287487,299007,324351,362751,605695,657407
1626786018.000,372,25002,164480,255167,253695,287999,299263,324095,369151,497919,535039
1626786019.000,373,24998,158976,1511650,257023,303103,4149247,37257215,45678591,47480831,47677439
1626786020.000,374,25000,161920,257375,256127,289535,300799,326143,369151,806399,2359295
1626786021.000,375,25001,156544,257792,255999,290559,302591,330495,410367,781311,2224127
1626786022.000,376,25000,160256,1493193,262655,331007,4894719,36241407,43909119,44990463,47087615
1626786023.000,377,25000,163200,256308,254847,288767,300031,326911,366079,486655,579071
1626786024.000,378,25000,165632,255796,254335,288255,299775,325631,369407,540671,654847
