464, 10
464, 9
465, 30
465, 73
465, 67
466, 8
466, 54
466, 7
466, 25
466, 23
467, 159
467, 5
467, 49
467, 42
467, 17
468, 57
468, 25
468, 144
468, 42
469, 121
469, 81
469, 46
469, 5
469, 14
470, 14
470, 13
470, 21
471, 13
471, 5
471, 44
471, 44
471, 11
472, 28
472, 36
472, 140
472, 28
472, 6
473, 13
473, 161
473, 144
474, 147
474, 52
474, 415
475, 20
475, 15
475, 5
475, 129
475, 7
476, 21
476, 7
476, 87
477, 17
478, 64
478, 30
479, 44
479, 20
479, 124
480, 27
480, 37
480, 49
480, 49
480, 86
482, 37
482, 112
482, 13
482, 8
483, 9
483, 32
483, 103
483, 49
483, 172
483, 35
484, 39
484, 5
484, 39
484, 30
485, 5
485, 24
485, 36
485, 26
486, 11
487, 11
487, 49
487, 8
487, 67
487, 94
487, 36
488, 2
488, 14
488, 2
488, 111
488, 15
488, 5
488, 5
488, 18
488, 25
488, 9
489, 10
489, 9
489, 27
489, 26
489, 7
489, 47
489, 13
489, 98
490, 44
491, 37
491, 44
491, 13
491, 37
491, 13
492, 29
492, 5
492, 12
493, 5
493, 5
493, 9
493, 9
493, 52
493, 63
493, 15
493, 356
493, 86
494, 14
494, 15
494, 13
494, 20
494, 5
494, 16
494, 11
494, 10
494, 5
494, 13
494, 5
495, 26
495, 40
495, 77
495, 221
495, 8
495, 9
495, 25
495, 26
495, 267
496, 152
496, 9
496, 52
496, 14
496, 19
496, 13
497, 59
497, 75
497, 8
497, 52
497, 63
497, 8
497, 97
497, 14
497, 13
497, 44
497, 8
497, 32
497, 13
498, 1
498, 63
498, 13
498, 1
498, 96
498, 96
498, 8
498, 8
499, 26
499, 55
500, 55
500, 90
500, 55
500, 26
500, 55
500, 90
501, 67
501, 94
501, 67
501, 15
502, 15
502, 111
503, 111
503, 77
505, 77
505, 221
505, 94
507, 18
507, 18
507, 49
509, 24
511, 24
511, 300
516, 300
516, 356
516, 221
516, 9
516, 9
517, 10
517, 10
517, 9
518, 9
519, 26
519, 356
519, 63
519, 26
520, 58
520, 63
520, 13
522, 58
522, 40
522, 40
522, 75
524, 13
525, 25
525, 25
525, 13
525, 13
526, 152
532, 75
532, 8
533, 8
533, 44
533, 221
533, 221
534, 44
534, 32
534, 221
535, 32
535, 97
538, 97
538, 47
538, 47
538, 221
542, 152
542, 98
544, 98
548, 59
550, 221
550, 267
555, 59
556, 267
568, 36
568, 36
717, 108
720, 194
722, 108
722, 27
723, 27
724, 194
729, 26
732, 194
732, 194
767, 9
767, 12
767, 22
795, 26
805, 108
810, 194
811, 194
823, 108
823, 194
842, 108
860, 108
860, 194
1129, 101
1130, 59
1213, 75
1213, 75
1213, 20
1219, 20
1224, 75
1234, 75
1262, 5
1264, 5
1264, 10
1264, 5
1264, 5
1265, 5
1268, 40
1268, 194
1268, 40
1268, 75
1268, 75
1269, 20
1269, 13
1269, 13
1269, 300
1269, 300
1269, 194
1277, 194
1302, 5
1303, 300
1306, 75
1310, 194
1310, 300
1310, 194
1317, 75
1317, 13
1325, 13
1325, 40
1326, 40
1336, 30
1352, 194
1933, 36
1933, 36
2038, 16
2041, 16
2041, 88
2041, 110
2041, 42
2489, 36
2491, 36
2687, 36
2689, 36
3311, 9
3311, 9
3420, 30
3421, 30
5812, 8
5813, 8
5876, 174
5877, 65
5877, 137
5877, 63
5878, 157
5879, 20
5879, 56
5879, 177
5880, 7
5880, 221
5880, 59
5881, 221
5881, 59
5881, 8
5882, 27
5882, 51
5882, 10
5882, 19
5882, 8
5882, 191
5883, 8
5883, 53
5883, 20
5883, 39
5883, 32
5883, 20
5884, 10
5884, 14
5884, 17
5884, 21
5884, 22
5884, 26
5884, 47
5884, 17
5884, 14
5884, 27
5884, 10
5885, 17
5885, 32
5885, 21
5885, 29
5885, 6
5885, 26
5885, 15
5885, 9
5885, 131
5885, 10
5885, 137
5885, 15
5886, 17
5886, 20
5886, 22
5886, 22
5886, 17
5886, 38
5886, 55
5886, 138
5886, 20
5886, 148
5887, 13
5887, 102
5887, 6
5887, 9
5887, 5
5910, 55
5911, 21
5912, 208
5913, 27
5913, 11
5913, 22
5913, 30
5913, 11
5913, 5
5913, 142
5913, 10
5913, 9
5913, 75
5913, 55
5913, 56
5914, 113
5914, 19
5914, 19
5917, 5
5917, 5
5917, 5
5918, 20
5919, 5
5919, 5
5919, 5
5919, 71
5919, 24
5919, 16
5919, 9
5919, 15
5919, 8
5920, 55
5939, 55
5941, 55
5941, 14
5942, 10
5942, 14
5942, 56
5942, 23
5943, 40
5943, 249
5943, 32
5943, 10
5943, 12
5944, 110
5945, 71
5945, 220
5945, 10
5945, 10
5945, 14
5945, 33
5945, 79
5945, 29
5945, 10
5946, 53
5946, 65
5946, 132
5946, 39
5946, 15
5946, 1135
5946, 56
5946, 97
5947, 39
5949, 94
5953, 319
5954, 8
5955, 19
5955, 198
5955, 90
5955, 82
5955, 27
5957, 208
5959, 9
5960, 33
5960, 15
5960, 57
5962, 36
5964, 208
5964, 47
5964, 5
5965, 103
5965, 28
5965, 47
5968, 131
5971, 131
5972, 21
5973, 129
5973, 270
5973, 696
5974, 21
6343, 55
6343, 149
6344, 13
6344, 9
6344, 5
6344, 9
6344, 77
6344, 53
6344, 219
6344, 77
6344, 9
6344, 20
6344, 208
6345, 138
6345, 115
6345, 7
6345, 24
6345, 55
6345, 100
6345, 8
6345, 13
6345, 26
6345, 29
6345, 5
6346, 9
6346, 5
6346, 208
6350, 291
6350, 20
6351, 26
6351, 1
6351, 20
6351, 20
6351, 44
6351, 32
6352, 20
6352, 19
6356, 19
6356, 1
6356, 1
6357, 5
6362, 36
6364, 36
6364, 36
6366, 36
6366, 291
6371, 291
6371, 26
6371, 20
6376, 26
6376, 44
6378, 17
6378, 5
6378, 5
6378, 18
6378, 20
6379, 44
6379, 32
6380, 32
6381, 20
6393, 22
6396, 22
6405, 40
6406, 27
6407, 9
6413, 35
6413, 146
6413, 32
6421, 27
6421, 34
6421, 12
6421, 269
6421, 82
6422, 43
6422, 70
6422, 44
6422, 44
6455, 57
6456, 32
6456, 14
6457, 14
6457, 17
6457, 32
6457, 21
6458, 17
6458, 21
6460, 20
6466, 221
6466, 6
6466, 20
6467, 10
6467, 10
6471, 55
6472, 20
6476, 17
6476, 21
6477, 27
6477, 32
6477, 11
6477, 22
6477, 30
6478, 13
6479, 13
6479, 55
6481, 78
6484, 9
6485, 5
6500, 13
6500, 13
6505, 221
6522, 59
6523, 101
6525, 59
6526, 101
6533, 160
6534, 160
6539, 18
6540, 18
6542, 13
6542, 13
6549, 5
6552, 288
6554, 7
6556, 5
6562, 55
6576, 55
6581, 113
6584, 113
6632, 160
6675, 160
6687, 160
6718, 29
6740, 160
6740, 17
6741, 17
6766, 25
6766, 7
6766, 19
6769, 274
6770, 260
6770, 35
6849, 6
6850, 6
6977, 5
6981, 63
6984, 47
7054, 10
7055, 10
7132, 5
7225, 146
7243, 146
7286, 12
7286, 29
7472, 9
7473, 9
7539, 20
7539, 181
7539, 98
7539, 24
7540, 246
7540, 58
7540, 42
7541, 6
7541, 42
7626, 32
7626, 105
7848, 20
7868, 146
8041, 16
8041, 16
8129, 36
8355, 351
8836, 66
9871, 12
9872, 12
10014, 221
10029, 221
12141, 17
12142, 17
13453, 32
13457, 32
19278, 35
19427, 35
21009, 57
21024, 57
21865, 88
21876, 88
23594, 42
23596, 42
25107, 63
25125, 63
26343, 121
26344, 121
26344, 121
26345, 64
26346, 25
26348, 121
26348, 121
26352, 121
26360, 111
26361, 64
26362, 64
26362, 25
26362, 25
26369, 111
26375, 111
26381, 41
27914, 42
27916, 42
27916, 36
27917, 36
29272, 143
29448, 143
31430, 96
31431, 96
31840, 42
31842, 42
34554, 9
36026, 143
36029, 143
37234, 143
37236, 143
38781, 351
38790, 351
70661, 36
70662, 10
70662, 32
70662, 6
70662, 165
70663, 6
70663, 5
70663, 27
70663, 12
70664, 12
70664, 10
70664, 16
70664, 27
70664, 10
70664, 10
70664, 20
70665, 20
70665, 7
70666, 7
73653, 19
73653, 7
73653, 7
73654, 27
73654, 105
73654, 27
73655, 40
73655, 1343
73657, 40
73657, 148
73657, 105
73660, 148
77271, 35
77272, 35
77272, 55
77273, 55
77273, 13
77274, 13
77705, 9
77709, 9
78410, 6
78411, 273
78411, 6
78411, 29
78411, 54
78412, 29
78412, 66
79079, 288
79122, 288
80023, 150
80025, 150
80025, 208
80035, 208
81692, 56
81693, 56
82542, 35
82543, 5
83022, 19
83025, 19
83025, 11
83025, 11
83025, 22
83037, 22
83584, 1343
83681, 1343
83681, 19
83682, 19
84930, 20
84931, 20
85618, 28
85622, 28
85622, 9
85625, 9
86034, 9
86034, 9
86074, 33
86078, 33
86078, 15
86079, 15
87786, 33
87790, 33
87868, 36
87872, 36
88749, 103
88775, 103
88810, 5
89308, 274
89404, 274
89405, 260
89461, 260
92007, 105
93020, 66
93031, 66
93191, 102
93195, 102
93748, 27
93753, 27
93753, 696
94825, 696
94876, 696
95010, 82
95011, 82
95422, 379
95578, 696
96566, 43
96568, 43
96568, 70
96579, 70
96579, 44
96581, 44
96581, 44
96583, 44
98440, 32
98441, 32
98441, 105
98452, 105
98486, 105
98487, 105
100338, 105
100350, 105
101555, 5
103370, 32
103370, 105
103371, 32
103473, 105
106285, 696
107035, 105
114072, 105
114084, 105
114484, 32
114485, 32
153140, 75
153141, 75
153141, 20
153151, 75
153165, 75
163514, 12
163514, 12
165339, 696
168096, 696
169688, 5
171427, 696
173333, 696
173849, 70
173850, 63
175894, 94
179165, 220
179169, 220
179723, 94
179728, 94
193113, 97
194299, 325
196657, 97
196664, 97
200660, 57
200661, 8
200661, 35
200676, 13
200677, 13
200691, 79
200692, 5
200692, 69
200693, 35
200693, 14
200694, 9
200694, 13
200694, 14
200695, 11
200695, 12
200731, 100
200731, 25
200733, 62
200735, 14
200738, 100
200738, 8
200741, 55
200763, 16
200764, 70
200765, 38
200778, 35
200779, 35
200794, 248
200795, 555
200865, 8
200932, 35
200933, 69
200940, 35
200940, 5
200941, 5
200941, 35
200988, 69
200988, 8
200989, 8
201272, 35
201333, 26
201336, 26
201336, 41
201384, 33
201428, 79
201445, 437
201448, 26
201467, 41
201490, 10
201491, 137
201529, 47
201553, 5
201553, 17
201553, 5
201554, 17
201554, 32
201555, 32
201556, 21
201556, 21
201612, 10
201613, 139
201765, 33
201774, 33
201811, 5
201811, 1135
201856, 325
201865, 5
201903, 5
201917, 89
201918, 6
201930, 37
201932, 6
201932, 6
201933, 117
201933, 11
201934, 13
201934, 12
128, 1
201936, 15
201936, 11
201937, 18
201937, 15
201938, 15
201938, 69
201938, 67
201938, 20
8, 21
0, 1
201956, 81
20195, 4
201957, 21
201958, 21
4096, 34
16, 34
201961, 36
4, 36
8192, 117
8, 117
201967, 489
2, 489
201973, 53
512, 12
201974, 11
201974, 273
201979, 1104
16384, 11
8192, 7
201980, 78
201980, 53
201981, 7
16, 137
201986, 86
201989, 67
201990, 9
201990, 16
201990, 132
201990, 8
201990, 81
201990, 8
201990, 55
201991, 18
201994, 10
201995, 5
